대피소명,주소,위도,경도,유형
KT (주)일등통신_마포역점,서울 마포구 마포대로 53 113호,37.54143,126.94705,기후동행쉼터
KT 하이팀_망원시장점,"서울 마포구 망원로 81, kt매장",37.55767,126.90583,기후동행쉼터
신한은행 공덕금융센터,서울 마포구 백범로 192,37.54324,126.95161,기후동행쉼터
KT M&S신촌역직영점,서울 마포구 백범로 3 신촌역 6번출구 서강대방향 M 30 1층 KT,37.5544,126.9372,기후동행쉼터
KT 햇빛모바일_신촌현대점 ,서울 마포구 신촌로 90 1층 KT,37.55531,126.93554,기후동행쉼터
KT (주)더블이에이치_합정메세나점,"서울 마포구 양화로 45 메세나폴리스 상가 지하1층 B148호, kt매장",37.55076,126.9142,기후동행쉼터
KT HJY합정역2호점,"서울 마포구 양화로 52, kt매장",37.54968,126.91467,기후동행쉼터
KT M&S홍대애드샵플러스직영점,"서울 마포구 양화로18길 3 , kt매장",37.55703,126.92457,기후동행쉼터
신한은행 홍익대학교,서울 마포구 와우산로 94,37.55291,126.92525,기후동행쉼터
신한은행 합정역,서울 마포구 월드컵로3길 14,37.55104,126.91234,기후동행쉼터
KT M&S상암애드샵직영점,서울 마포구 월드컵북로 396 1층 104호,37.57943,126.88978,기후동행쉼터
KT ㈜더블이에이치_상암푸르지오시티점,"서울 마포구 월드컵북로54길 25 1층 106호, kt매장",37.58193,126.88958,기후동행쉼터
신한은행 남가좌동,서울 서대문구 수색로 56,37.57091,126.91225,기후동행쉼터
KT HJY이대역점,서울 서대문구 이화여대길 33 1층 KT,37.55844,126.94562,기후동행쉼터
KT M&S명지대사거리직영점,서울 서대문구 증가로 144 1층,37.57776,126.92162,기후동행쉼터
KT 레이시트_서대문역점,서울 서대문구 통일로 137 1층,37.5667,126.96545,기후동행쉼터
KT HJY홍제역점,서울 서대문구 통일로 435-2 1층,37.58785,126.94492,기후동행쉼터
KT HJY홍제역2호점,서울 서대문구 통일로 450 홍제역 12번 출구 사이 상가주택,37.58898,126.94429,기후동행쉼터
신한은행 강남대로,서울 서초구 강남대로 327,37.49206,127.0298,기후동행쉼터
KT M&S강남대로직영점,서울 서초구 강남대로 359 1층 101호,37.49484,127.02859,기후동행쉼터
KT M&S신논현직영점,서울 서초구 강남대로 495,37.5063,127.02319,기후동행쉼터
신한은행 서초구청,서울 서초구 남부순환로 2584,37.4836,127.0326,기후동행쉼터
KT M&S KT플라자 사당점,서울 서초구 동작대로 22 1층,37.4784,126.9822,기후동행쉼터
KT M&S양재시민의숲직영점,"서울 서초구 마방로2길 94 1층, kt매장",37.46947,127.03982,기후동행쉼터
KT M&S교대역직영점,서울 서초구 서초대로 286 1층 103호,37.49318,127.01305,기후동행쉼터
KT (주)만리장성_고속터미널역점,"서울 서초구 신반포로 189 1층, kt매장",37.5066,127.00494,기후동행쉼터
신한은행 반포중앙,서울 서초구 잠원로3길 40,37.50825,127.00364,기후동행쉼터
KT olleh plaza 서초점,서울 서초구 효령로 174 ktds빌딩 1층 kt 플라자 서초점,37.48178,127.00296,기후동행쉼터
KT (주)일등통신_행당점,서울 성동구 고산자로 207 무학산부인과 1층 KT,37.55865,127.03374,기후동행쉼터
신한은행 성동구청,서울 성동구 고산자로 270,37.56343,127.03691,기후동행쉼터
KT (주)리테일앤컴퍼니_신금호역점,서울 성동구 금호로 150-1 1층,37.55445,127.02048,기후동행쉼터
KT M&S금호동직영점,서울 성동구 독서당로 302 1층 KT,37.54757,127.0227,기후동행쉼터
KT 올웨이_한양대점,서울 성동구 마조로 30 한양대병원후문 1층 KT,37.56037,127.04147,기후동행쉼터
신한은행 뚝섬역금융센터,서울 성동구 아차산로 33,37.54721,127.04833,기후동행쉼터
KT 올웨이_상왕십리점,서울 성동구 왕십리로 410 L동 B1층 107호,37.5654,127.02528,기후동행쉼터
KT 제이엠커뮤니케이션_답십리점,서울 성동구 용답중앙15길 12-1,37.56442,127.05386,기후동행쉼터
KT 제이엠커뮤니케이션_금호역점,서울 성동구 장터길 9,37.54856,127.01688,기후동행쉼터
KT 나이스드림 안암역점,서울 성북구 고려대로 91-1,37.58644,127.02963,기후동행쉼터
KT (주)거인통신_길음역점,서울 성북구 길음로 11 128호 상가,37.60379,127.02344,기후동행쉼터
KT (주)거인통신_길음뉴타운점,서울 성북구 길음로 33 상가 B동 지층 1호 올레매장 1층,37.60827,127.01911,기후동행쉼터
KT M&S한성대직영점,서울 성북구 동소문로 16 1층 KT,37.58902,127.00798,기후동행쉼터
신한은행 돈암동,서울 성북구 동소문로 89,37.59264,127.0152,기후동행쉼터
KT M&S성신여대직영점,서울 성북구 동소문로 98 1층,37.59225,127.01617,기후동행쉼터
KT M&S정릉직영점,서울 성북구 보국문로 43,37.60817,127.00988,기후동행쉼터
KT ㈜공일공정보 보문점,서울 성북구 보문로 115 1층,37.5854,127.01911,기후동행쉼터
KT 새암 성신여대역점,서울 성북구 아리랑로 16,37.59421,127.01651,기후동행쉼터
KT M&S삼전직영점,"서울 송파구 백제고분로 204, kt매장",37.50374,127.08924,기후동행쉼터
신한은행 동부법원,서울 송파구 법원로 101,37.48352,127.12011,기후동행쉼터
KT 올포원텔레콤_잠실새내역점,"서울 송파구 석촌호수로 64 1층,kt매장",37.51058,127.0856,기후동행쉼터
남천경로당,서울 송파구 성내천로33가길 16,37.50003,127.1546,"무더위쉼터, 한파쉼터"
신한은행 문정역금융센터,서울 송파구 송파대로 167,37.48467,127.12087,기후동행쉼터
신한은행 가락동금융센터,서울 송파구 송파대로 268,37.49372,127.11835,기후동행쉼터
신한은행 올림픽선수촌,서울 송파구 양재대로 1222,37.51578,127.13149,기후동행쉼터
KT 모바일세상_개롱역점,서울 송파구 오금로 404 1층 KT대리점,37.49762,127.13511,기후동행쉼터
KT olleh plaza 송파점,서울 송파구 오금로 58 잠실아이스페이스 1층 101호 kt 플라자 송파점,37.51675,127.10549,기후동행쉼터
KT M&S신천역직영점,"서울 송파구 올림픽로 124 , kt매장",37.51141,127.08441,기후동행쉼터
KT M&S오목교직영점,서울 양천구 목동동로 293 1층 KT매장,37.52817,126.87575,기후동행쉼터
KT M&S목동역직영점,서울 양천구 목동로 201 1층 KT매장,37.52643,126.86393,기후동행쉼터
KT 케이비_염창역점,서울 양천구 목동중앙본로 123 101호 102호,37.54656,126.87148,기후동행쉼터
KT 주식회사 케이비 등촌역점,서울 양천구 목동중앙북로7길 13 1층 105호 KT매장,37.54875,126.86726,기후동행쉼터
KT 이루리_신정점,서울 양천구 중앙로 235,37.51737,126.85382,기후동행쉼터
KT 연세컴퍼니_신정네거리역점,서울 양천구 중앙로 263,37.51975,126.85276,기후동행쉼터
KT M&S신정네거리역직영점,서울 양천구 중앙로 274 1층 KT매장,37.52076,126.85311,기후동행쉼터
KT 이루리 신월점 ,서울 양천구 지양로 77,37.52233,126.83322,기후동행쉼터
KT M&S여의도역직영점,서울 영등포구 국제금융로2길 37 101호 여의도역,37.52295,126.92429,기후동행쉼터
KT M&S영등포구청역직영점,서울 영등포구 당산로 132 1층 KT매장,37.52628,126.897,기후동행쉼터
신한은행 당산역금융센터,서울 영등포구 당산로41길 11,37.53083,126.8981,기후동행쉼터
KT M&S대림역직영점,서울 영등포구 도림로 135 1층 KT매장,37.49324,126.8969,기후동행쉼터
KT M&S신길직영점,서울 영등포구 도신로60길 2 1층 KT매장,37.51179,126.91681,기후동행쉼터
KT 연세컴퍼니_문래역점,서울 영등포구 선유로 63 108호 문래역,37.51959,126.88906,기후동행쉼터
KT M&S KT플라자 신길뉴타운점,"서울 영등포구 신길로 28길 9, 20호 kt매장",37.50332,126.91099,기후동행쉼터
KT 연세컴퍼니_당산역점,서울 영등포구 양평로 18,37.53301,126.90425,기후동행쉼터
KT M&S당산직영점,서울 영등포구 양평로 52 1층 KT매장,37.53466,126.90088,기후동행쉼터
KT (주)거성크루_한남오거리점,"서울 용산구 대사관로 76, kt매장",37.53306,127.0065,기후동행쉼터
KT olleh plaza 용산점,서울 용산구 한강대로 297 우신빌딩 1층 kt플라자 용산점,37.54478,126.97168,기후동행쉼터
신한은행 용산,서울 용산구 한강대로 95,37.52885,126.96663,기후동행쉼터
KT M&S신용산역직영점,서울 용산구 한강대로 95 105호,37.52885,126.96663,기후동행쉼터
KT 햇빛모바일_불광역점,서울 은평구 불광로 27 1층 KT,37.61077,126.92882,기후동행쉼터
KT 하이팀_구산역점,서울 은평구 서오릉로 139 1층 KT,37.61085,126.91749,기후동행쉼터
KT HJY연신내역2호점 ,서울 은평구 연서로 217 1층 KT매장,37.61811,126.91962,기후동행쉼터
KT HJY연신내역점,서울 은평구 연서로 228 상가주택 1층,37.6185,126.92068,기후동행쉼터
